Frame,Agent_ID,Pos_X,Pos_Y,Velocity,Status,Min_Neighbor_Dist
158,9,282.39,516.57,1.99,Moving,48.07
158,10,337.54,517.20,2.00,Moving,37.65
158,11,375.19,517.57,2.00,Moving,37.65
159,0,254.48,286.93,1.98,Moving,34.68
159,1,257.83,252.00,1.14,Moving,35.09
159,2,327.15,282.67,2.00,Moving,36.92
159,3,293.89,261.37,1.18,Moving,37.26
159,4,223.80,303.09,2.00,Moving,34.68
159,5,284.84,305.68,1.10,Moving,35.68
159,6,301.46,342.93,0.42,Moving,40.78
159,7,361.19,296.95,1.96,Moving,36.92
159,8,237.88,504.68,2.00,Moving,48.01
159,9,284.39,516.58,2.00,Moving,48.01
159,10,339.54,517.21,2.00,Moving,37.65
159,11,377.19,517.57,2.00,Moving,37.65
160,0,256.21,285.92,2.00,Moving,34.70
160,1,258.25,250.75,1.32,Moving,35.23
160,2,329.15,282.66,2.00,Moving,36.99
160,3,294.01,262.58,1.22,Moving,37.67
160,4,225.68,302.41,2.00,Moving,34.70
160,5,285.97,305.68,1.13,Moving,35.73
160,6,301.80,342.77,0.38,Moving,40.33
160,7,363.09,297.36,1.94,Moving,36.99
160,8,239.80,505.26,2.00,Moving,47.96
160,9,286.39,516.59,2.00,Moving,47.96
160,10,341.54,517.22,2.00,Moving,37.65
160,11,379.19,517.58,2.00,Moving,37.65
161,0,258.09,285.24,2.00,Moving,34.70
161,1,258.49,249.24,1.53,Moving,36.00
161,2,331.15,282.65,2.00,Moving,37.02
161,3,293.98,263.85,1.27,Moving,38.38
161,4,227.56,301.73,2.00,Moving,34.70
161,5,287.19,305.97,1.25,Moving,35.73
161,6,302.08,342.48,0.40,Moving,39.44
161,7,365.01,297.63,1.94,Moving,37.02
161,8,241.71,505.84,2.00,Moving,47.91
161,9,288.39,516.61,2.00,Moving,47.91
161,10,343.54,517.23,2.00,Moving,37.65
161,11,381.19,517.58,2.00,Moving,37.65
162,0,259.82,284.28,1.97,Moving,34.70
162,1,258.77,247.88,1.39,Moving,36.42
162,2,333.15,282.65,2.00,Moving,37.02
162,3,293.82,265.17,1.33,Moving,39.00
162,4,229.44,301.04,2.00,Moving,34.70
162,5,288.47,306.56,1.41,Moving,36.29
162,6,302.27,342.07,0.46,Moving,38.10
162,7,366.95,297.75,1.95,Moving,37.02
162,8,243.63,506.41,2.00,Moving,47.87
162,9,290.39,516.62,2.00,Moving,47.87
162,10,345.54,517.24,2.00,Moving,37.65
162,11,383.19,517.59,2.00,Moving,37.65
163,0,261.63,283.44,2.00,Moving,34.72
163,1,259.09,246.66,1.26,Moving,36.87
163,2,335.15,282.64,2.00,Moving,36.98
163,3,293.51,266.54,1.40,Moving,36.08
163,4,231.32,300.36,2.00,Moving,34.72
163,5,289.66,307.02,1.28,Moving,36.63
163,6,302.40,341.52,0.56,Moving,36.77
163,7,368.92,297.73,1.96,Moving,36.98
163,8,245.54,506.99,2.00,Moving,47.84
163,9,292.39,516.63,2.00,Moving,47.84
163,10,347.54,517.25,2.00,Moving,37.65
163,11,385.19,517.60,2.00,Moving,37.65
164,0,263.28,282.35,1.98,Moving,33.49
164,1,259.45,245.59,1.13,Moving,36.96
164,2,337.15,282.63,2.00,Moving,36.90
164,3,293.36,267.62,1.08,Moving,33.49
164,4,233.20,299.68,2.00,Moving,34.72
164,5,290.77,307.37,1.16,Moving,35.45
164,6,302.45,340.84,0.68,Moving,35.45
164,7,370.90,297.55,1.99,Moving,36.90
164,8,247.45,507.57,2.00,Moving,47.81
164,9,294.39,516.64,2.00,Moving,47.81
164,10,349.54,517.25,2.00,Moving,37.65
164,11,387.19,517.60,2.00,Moving,37.65
165,0,264.52,281.39,1.57,Moving,31.64
165,1,259.85,244.66,1.01,Moving,37.03
165,2,339.15,282.63,2.00,Moving,36.81
165,3,293.39,268.44,0.82,Moving,31.64
165,4,235.08,299.00,2.00,Moving,34.31
165,5,291.78,307.60,1.04,Moving,34.58
165,6,302.52,340.47,0.37,Moving,34.58
165,7,372.89,297.34,2.00,Moving,36.81
165,8,249.37,508.15,2.00,Moving,47.79
165,9,296.39,516.66,2.00,Moving,47.79
165,10,351.54,517.26,2.00,Moving,37.65
165,11,389.19,517.61,2.00,Moving,37.65
166,0,265.41,280.56,1.21,Moving,30.48
166,1,260.28,243.88,0.89,Moving,37.04
166,2,341.15,282.62,2.00,Moving,36.83
166,3,293.62,269.03,0.64,Moving,30.48
166,4,236.96,298.32,2.00,Moving,33.54
166,5,292.42,307.36,0.69,Moving,34.59
166,6,302.63,340.41,0.12,Moving,34.59
166,7,374.80,297.57,1.93,Moving,36.83
166,8,251.28,508.73,2.00,Moving,47.77
166,9,298.39,516.67,2.00,Moving,47.77
166,10,353.54,517.27,2.00,Moving,37.65
166,11,391.19,517.62,2.00,Moving,37.65
167,0,265.96,279.78,0.95,Moving,29.97
167,1,260.75,243.24,0.79,Moving,36.91
167,2,343.15,282.61,2.00,Moving,36.81
167,3,294.08,269.41,0.59,Moving,29.97
167,4,238.44,297.84,1.55,Moving,32.92
167,5,292.70,306.64,0.77,Moving,35.02
167,6,302.67,340.20,0.21,Moving,35.02
167,7,376.74,297.66,1.94,Moving,36.81
167,8,253.20,509.30,2.00,Moving,47.77
167,9,300.39,516.68,2.00,Moving,47.77
167,10,355.54,517.28,2.00,Moving,37.65
167,11,393.19,517.62,2.00,Moving,37.65
168,0,266.19,278.98,0.84,Moving,30.08
168,1,261.24,242.75,0.70,Moving,36.56
168,2,345.15,282.60,2.00,Moving,36.86
168,3,294.77,269.61,0.72,Moving,30.08
168,4,239.65,297.49,1.26,Moving,32.36
168,5,292.87,305.81,0.84,Moving,35.43
168,6,302.66,339.86,0.34,Moving,35.43
168,7,378.63,298.04,1.92,Moving,36.86
168,8,255.11,509.88,2.00,Moving,47.77
168,9,302.39,516.69,2.00,Moving,47.77
168,10,357.54,517.29,2.00,Moving,37.65
168,11,395.19,517.63,2.00,Moving,37.65
169,0,266.14,278.07,0.91,Moving,30.75
169,1,261.76,242.41,0.62,Moving,35.92
169,2,347.15,282.60,2.00,Moving,36.88
169,3,295.71,269.64,0.94,Moving,30.75
169,4,240.59,297.29,0.97,Moving,31.97
169,5,292.94,304.88,0.93,Moving,35.35
169,6,302.59,339.38,0.48,Moving,35.83
169,7,380.54,298.27,1.92,Moving,36.88
169,8,257.03,510.46,2.00,Moving,47.78
169,9,304.39,516.70,2.00,Moving,47.78
169,10,359.54,517.30,2.00,Moving,37.65
169,11,397.19,517.63,2.00,Moving,37.65
170,0,265.85,276.97,1.13,Moving,31.86
170,1,262.12,241.81,0.70,Moving,35.36
170,2,349.15,282.59,2.00,Moving,36.86
170,3,296.92,269.54,1.22,Moving,31.94
170,4,241.29,297.25,0.69,Moving,31.86
170,5,292.89,303.84,1.04,Moving,34.54
170,6,302.45,338.77,0.63,Moving,36.21
170,7,382.47,298.36,1.94,Moving,36.86
170,8,258.94,511.04,2.00,Moving,47.79
170,9,306.39,516.72,2.00,Moving,47.79
170,10,361.54,517.31,2.00,Moving,37.65
170,11,399.19,517.64,2.00,Moving,37.65
171,0,265.40,275.62,1.42,Moving,32.14
171,1,262.35,240.94,0.90,Moving,34.82
171,2,351.15,282.58,2.00,Moving,36.80
171,3,298.06,269.06,1.24,Moving,33.32
171,4,241.73,297.38,0.46,Moving,32.14
171,5,292.74,302.71,1.15,Moving,34.07
171,6,302.26,338.01,0.78,Moving,36.57
171,7,384.43,298.29,1.96,Moving,36.80
171,8,260.86,511.62,2.00,Moving,47.81
171,9,308.39,516.73,2.00,Moving,47.81
171,10,363.54,517.32,2.00,Moving,37.65
171,11,401.19,517.65,2.00,Moving,37.65
172,0,265.03,274.83,0.88,Moving,32.50
172,1,262.47,239.78,1.16,Moving,35.14
172,2,353.15,282.58,2.00,Moving,36.70
172,3,299.20,268.23,1.41,Moving,33.93
172,4,241.93,297.68,0.36,Moving,32.50
172,5,292.47,301.48,1.26,Moving,33.93
172,6,302.01,337.12,0.93,Moving,36.90
172,7,386.41,298.08,1.99,Moving,36.70
172,8,262.77,512.19,2.00,Moving,47.84
172,9,310.39,516.74,2.00,Moving,47.84
172,10,365.54,517.33,2.00,Moving,37.65
172,11,403.19,517.65,2.00,Moving,37.65
173,0,264.65,273.69,1.20,Moving,33.42
173,1,262.49,238.34,1.44,Moving,35.41
173,2,355.15,282.57,2.00,Moving,36.70
173,3,300.43,267.09,1.67,Moving,34.11
173,4,241.89,298.16,0.49,Moving,33.42
173,5,292.08,300.15,1.38,Moving,34.11
173,6,301.70,336.09,1.07,Moving,37.21
173,7,388.32,298.28,1.92,Moving,36.70
173,8,264.69,512.77,2.00,Moving,47.87
173,9,312.39,516.75,2.00,Moving,47.87
173,10,367.54,517.33,2.00,Moving,37.65
173,11,405.19,517.66,2.00,Moving,37.65
174,0,264.81,272.57,1.13,Moving,35.04
174,1,262.43,236.62,1.73,Moving,36.04
174,2,357.15,282.56,2.00,Moving,36.79
174,3,301.23,265.71,1.59,Moving,34.41
174,4,241.62,298.84,0.73,Moving,35.04
174,5,291.57,298.74,1.50,Moving,34.41
174,6,301.33,334.93,1.22,Moving,37.48
174,7,390.18,298.78,1.92,Moving,36.79
174,8,266.60,513.35,2.00,Moving,47.91
174,9,314.39,516.76,2.00,Moving,47.91
174,10,369.54,517.34,2.00,Moving,37.65
174,11,407.19,517.66,2.00,Moving,37.65
175,0,265.07,271.57,1.03,Moving,36.44
175,1,262.40,235.04,1.58,Moving,36.64
175,2,359.15,282.56,2.00,Moving,36.84
175,3,301.76,264.04,1.75,Moving,34.92
175,4,241.48,299.44,0.61,Moving,36.51
175,5,290.94,297.25,1.62,Moving,34.92
175,6,300.90,333.62,1.37,Moving,37.72
175,7,392.06,299.13,1.91,Moving,36.84
175,8,268.52,513.93,2.00,Moving,47.96
175,9,316.39,516.78,2.00,Moving,47.96
175,10,371.54,517.35,2.00,Moving,37.65
175,11,409.19,517.67,2.00,Moving,37.65
176,0,265.42,270.70,0.94,Moving,35.17
176,1,262.40,233.60,1.43,Moving,37.22
176,2,361.15,282.55,2.00,Moving,36.85
176,3,302.35,262.13,2.00,Moving,35.68
176,4,241.46,299.95,0.51,Moving,37.81
176,5,290.17,295.67,1.75,Moving,35.17
176,6,300.41,332.18,1.52,Moving,37.92
176,7,393.96,299.33,1.92,Moving,36.85
176,8,270.43,514.51,2.00,Moving,48.02
176,9,318.39,516.79,2.00,Moving,48.02
176,10,373.54,517.36,2.00,Moving,37.65
176,11,411.19,517.68,2.00,Moving,37.65
177,0,265.84,269.95,0.86,Moving,33.60
177,1,262.44,232.31,1.29,Moving,37.79
177,2,363.15,282.54,2.00,Moving,36.82
177,3,302.87,260.35,1.85,Moving,36.32
177,4,241.56,300.37,0.43,Moving,38.93
177,5,289.28,294.03,1.87,Moving,33.60
177,6,299.85,330.61,1.67,Moving,38.08
177,7,395.89,299.38,1.93,Moving,36.82
177,8,272.35,515.09,2.00,Moving,48.08
177,9,320.39,516.80,2.00,Moving,48.08
177,10,375.54,517.37,2.00,Moving,37.65
177,11,413.19,517.68,2.00,Moving,37.65
178,0,265.92,269.17,0.78,Moving,32.61
178,1,262.51,231.17,1.14,Moving,38.15
178,2,365.15,282.53,2.00,Moving,36.73
178,3,303.31,258.70,1.71,Moving,37.07
178,4,241.78,300.70,0.40,Moving,39.72
178,5,288.51,292.68,1.55,Moving,32.61
178,6,299.24,328.89,1.82,Moving,37.76
178,7,397.84,299.28,1.95,Moving,36.73
178,8,274.26,515.66,2.00,Moving,48.15
178,9,322.39,516.81,2.00,Moving,48.15
178,10,377.54,517.38,2.00,Moving,37.65
178,11,415.19,517.69,2.00,Moving,37.65
179,0,265.69,268.32,0.88,Moving,32.18
179,1,262.61,230.18,1.00,Moving,38.27
179,2,367.15,282.53,2.00,Moving,36.73
179,3,303.68,257.18,1.57,Moving,37.83
179,4,242.12,300.95,0.42,Moving,40.24
179,5,287.93,291.58,1.25,Moving,32.18
179,6,298.56,327.04,1.97,Moving,37.02
179,7,399.73,299.48,1.90,Moving,36.73
179,8,276.17,516.24,2.00,Moving,48.22
179,9,324.39,516.83,2.00,Moving,48.22
179,10,379.54,517.39,2.00,Moving,37.65
179,11,417.19,517.69,2.00,Moving,37.65
180,0,265.14,267.39,1.08,Moving,32.33
180,1,262.75,229.33,0.86,Moving,38.13
180,2,369.15,282.52,2.00,Moving,36.82
180,3,303.98,255.79,1.42,Moving,38.60
180,4,242.58,301.10,0.49,Moving,40.57
180,5,287.53,290.71,0.96,Moving,32.33
180,6,297.87,325.16,2.00,Moving,35.97
180,7,401.57,299.97,1.90,Moving,36.82
180,8,278.11,516.67,1.98,Moving,48.28
180,9,326.39,516.84,2.00,Moving,48.28
180,10,381.54,517.40,2.00,Moving,37.65
180,11,419.19,517.70,2.00,Moving,37.65
181,0,264.32,266.33,1.34,Moving,33.06
181,1,262.91,228.63,0.72,Moving,37.73
181,2,371.15,282.51,2.00,Moving,36.87
181,3,304.20,254.53,1.28,Moving,39.37
181,4,243.17,301.16,0.59,Moving,40.76
181,5,287.30,290.09,0.66,Moving,33.06
181,6,297.18,323.29,2.00,Moving,34.64
181,7,403.43,300.32,1.89,Moving,36.87
181,8,280.07,516.95,1.98,Moving,48.32
181,9,328.39,516.85,2.00,Moving,48.32
181,10,383.54,517.41,2.00,Moving,37.65
181,11,421.19,517.71,2.00,Moving,37.65
182,0,263.22,265.13,1.63,Moving,34.18
182,1,263.10,228.07,0.59,Moving,37.05
182,2,373.15,282.51,2.00,Moving,36.87
182,3,304.35,253.40,1.14,Moving,39.65
182,4,243.87,301.14,0.70,Moving,40.88
182,5,287.43,289.26,0.84,Moving,33.41
182,6,296.49,321.41,2.00,Moving,33.41
182,7,405.32,300.52,1.90,Moving,36.87
182,8,282.05,517.09,1.99,Moving,48.34
182,9,330.39,516.86,2.00,Moving,48.34
182,10,385.54,517.41,2.00,Moving,37.65
182,11,423.19,517.71,2.00,Moving,37.65
183,0,261.86,263.78,1.92,Moving,35.31
183,1,263.32,227.67,0.46,Moving,36.15
183,2,375.15,282.50,2.00,Moving,36.82
183,3,304.44,252.41,1.00,Moving,39.52
183,4,244.68,301.01,0.83,Moving,41.00
183,5,287.45,288.10,1.16,Moving,32.97
183,6,295.94,319.96,1.55,Moving,32.97
183,7,407.23,300.57,1.91,Moving,36.82
183,8,284.05,517.09,2.00,Moving,48.34
183,9,332.39,516.87,2.00,Moving,48.34
183,10,387.54,517.42,2.00,Moving,37.65
183,11,425.19,517.72,2.00,Moving,37.65
184,0,260.60,262.54,1.77,Moving,35.71
184,1,263.55,226.96,0.75,Moving,35.71
184,2,377.15,282.49,2.00,Moving,36.72
184,3,304.46,251.55,0.86,Moving,39.04
184,4,245.62,300.80,0.96,Moving,41.08
184,5,287.35,286.65,1.46,Moving,33.16
184,6,295.47,318.80,1.25,Moving,33.16
184,7,409.17,300.47,1.94,Moving,36.72
184,8,286.05,517.10,2.00,Moving,48.34
184,9,334.39,516.89,2.00,Moving,48.34
184,10,389.54,517.43,2.00,Moving,37.65
184,11,427.19,517.72,2.00,Moving,37.65
185,0,259.45,261.40,1.62,Moving,35.72
185,1,263.80,225.95,1.04,Moving,35.72
185,2,379.15,282.49,2.00,Moving,36.70
185,3,304.41,250.83,0.73,Moving,38.24
185,4,246.67,300.48,1.09,Moving,41.12
185,5,287.10,284.93,1.74,Moving,33.95
185,6,295.09,317.93,0.95,Moving,33.95
185,7,411.04,300.66,1.88,Moving,36.70
185,8,288.05,517.11,2.00,Moving,48.34
185,9,336.39,516.90,2.00,Moving,48.34
185,10,391.54,517.44,2.00,Moving,37.65
185,11,429.19,517.73,2.00,Moving,37.65
186,0,258.42,260.37,1.47,Moving,36.17
186,1,264.10,224.64,1.34,Moving,36.18
186,2,381.15,282.48,2.00,Moving,36.79
186,3,304.30,250.24,0.60,Moving,37.19
186,4,247.83,300.07,1.23,Moving,41.09
186,5,286.65,282.98,2.00,Moving,34.86
186,6,294.67,316.91,1.10,Moving,34.86
186,7,412.85,301.15,1.88,Moving,36.79
186,8,290.05,517.12,2.00,Moving,48.34
186,9,338.39,516.91,2.00,Moving,48.34
186,10,393.54,517.45,2.00,Moving,37.65
186,11,431.19,517.74,2.00,Moving,37.65
187,0,257.49,259.44,1.32,Moving,36.05
187,1,264.42,223.47,1.20,Moving,36.63
187,2,383.15,282.47,2.00,Moving,36.83
187,3,304.12,249.79,0.49,Moving,36.06
187,4,249.11,299.56,1.37,Moving,40.99
187,5,286.28,281.13,1.88,Moving,35.51
187,6,294.20,315.75,1.25,Moving,35.51
187,7,414.69,301.49,1.87,Moving,36.83
187,8,292.05,517.12,2.00,Moving,48.34
187,9,340.39,516.92,2.00,Moving,48.34
187,10,395.54,517.46,2.00,Moving,37.65
187,11,433.19,517.74,2.00,Moving,37.65
188,0,256.67,258.61,1.17,Moving,35.97
188,1,264.74,222.46,1.06,Moving,37.04
188,2,385.15,282.46,2.00,Moving,36.82
188,3,303.88,249.47,0.40,Moving,34.83
188,4,250.49,298.95,1.52,Moving,40.57
188,5,286.03,279.38,1.77,Moving,34.83
188,6,293.70,314.44,1.40,Moving,35.89
188,7,416.56,301.68,1.88,Moving,36.82
188,8,294.05,517.13,2.00,Moving,48.34
188,9,342.39,516.93,2.00,Moving,48.34
188,10,397.54,517.47,2.00,Moving,37.65
188,11,435.19,517.75,2.00,Moving,37.65
189,0,255.95,257.89,1.02,Moving,35.91
189,1,265.08,221.60,0.93,Moving,37.42
189,2,387.15,282.46,2.00,Moving,36.76
189,3,303.88,248.96,0.51,Moving,33.92
189,4,251.99,298.25,1.66,Moving,39.64
189,5,285.90,277.72,1.67,Moving,33.92
189,6,293.15,312.99,1.55,Moving,36.01
189,7,418.45,301.73,1.89,Moving,36.76
189,8,296.05,517.14,2.00,Moving,48.34
189,9,344.39,516.95,2.00,Moving,48.34
189,10,399.54,517.48,2.00,Moving,37.65
189,11,437.19,517.75,2.00,Moving,37.65
190,0,255.35,257.27,0.87,Moving,36.03
190,1,265.43,220.89,0.79,Moving,37.75
190,2,389.15,282.45,2.00,Moving,36.63
190,3,304.12,248.25,0.75,Moving,33.76
190,4,253.60,297.43,1.80,Moving,38.33
190,5,285.76,276.58,1.14,Moving,33.76
190,6,292.55,311.40,1.70,Moving,35.47
190,7,420.37,301.63,1.92,Moving,36.63
190,8,298.05,517.15,2.00,Moving,48.34
190,9,346.39,516.96,2.00,Moving,48.34
190,10,401.54,517.48,2.00,Moving,37.65
190,11,439.19,517.76,2.00,Moving,37.65
191,0,254.86,256.75,0.72,Moving,36.26
191,1,265.78,220.32,0.67,Moving,38.03
191,2,391.15,282.44,2.00,Moving,36.61
191,3,304.58,247.33,1.03,Moving,34.33
191,4,255.32,296.52,1.95,Moving,36.62
191,5,285.62,275.95,0.65,Moving,34.30
191,6,291.92,309.66,1.85,Moving,34.30
191,7,422.22,301.82,1.86,Moving,36.61
191,8,300.05,517.16,2.00,Moving,48.34
191,9,348.39,516.97,2.00,Moving,48.34
191,10,403.54,517.49,2.00,Moving,37.65
191,11,441.19,517.77,2.00,Moving,37.65
192,0,254.47,256.34,0.57,Moving,36.54
192,1,266.15,219.91,0.55,Moving,38.26
192,2,393.15,282.44,2.00,Moving,36.69
192,3,305.26,246.19,1.32,Moving,34.71
192,4,257.08,295.56,2.00,Moving,35.39
192,5,285.88,275.00,0.99,Moving,33.22
192,6,291.24,307.78,2.00,Moving,33.22
192,7,424.00,302.30,1.85,Moving,36.69
192,8,302.05,517.16,2.00,Moving,48.34
192,9,350.39,516.98,2.00,Moving,48.34
192,10,405.54,517.50,2.00,Moving,37.65
192,11,443.19,517.77,2.00,Moving,37.65
193,0,254.19,256.03,0.42,Moving,36.83
193,1,266.53,219.64,0.46,Moving,38.42
193,2,395.15,282.43,2.00,Moving,36.73
193,3,306.14,244.84,1.62,Moving,34.93
193,4,258.83,294.61,2.00,Moving,34.02
193,5,286.49,273.73,1.41,Moving,32.85
193,6,290.78,306.29,1.56,Moving,32.85
193,7,425.82,302.64,1.85,Moving,36.73
193,8,304.05,517.17,2.00,Moving,48.34
193,9,352.39,517.00,2.00,Moving,48.34
193,10,407.54,517.51,2.00,Moving,37.65
193,11,445.19,517.78,2.00,Moving,37.65
194,0,254.02,255.82,0.27,Moving,37.08
194,1,266.91,219.53,0.40,Moving,38.52
194,2,397.15,282.42,2.00,Moving,36.70
194,3,307.22,243.26,1.91,Moving,35.06
194,4,260.16,293.79,1.56,Moving,32.33
194,5,287.32,272.13,1.80,Moving,33.09
194,6,290.47,305.07,1.26,Moving,32.33
194,7,427.66,302.83,1.85,Moving,36.70
194,8,306.05,517.18,2.00,Moving,48.34
194,9,354.39,517.01,2.00,Moving,48.34
194,10,409.54,517.52,2.00,Moving,37.65
194,11,447.19,517.79,2.00,Moving,37.65
195,0,253.96,255.72,0.12,Moving,37.12
195,1,267.30,219.57,0.39,Moving,38.54
195,2,399.15,282.42,2.00,Moving,36.62
195,3,308.22,241.81,1.76,Moving,34.86
195,4,261.21,293.07,1.27,Moving,31.11
195,5,288.10,270.29,2.00,Moving,33.89
195,6,290.29,304.11,0.97,Moving,31.11
195,7,429.52,302.87,1.87,Moving,36.62
195,8,308.05,517.19,2.00,Moving,48.34
195,9,356.39,517.02,2.00,Moving,48.34
195,10,411.54,517.53,2.00,Moving,37.65
195,11,449.19,517.79,2.00,Moving,37.65
196,0,254.00,255.73,0.05,Moving,37.25
196,1,267.69,219.75,0.44,Moving,38.49
196,2,401.15,282.41,2.00,Moving,36.64
196,3,309.39,240.19,2.00,Moving,34.97
196,4,261.95,292.31,1.06,Moving,30.49
196,5,288.97,268.57,1.92,Moving,34.77
196,6,290.38,303.31,0.80,Moving,30.49
196,7,431.32,303.20,1.83,Moving,36.64
196,8,310.05,517.19,2.00,Moving,48.34
196,9,358.39,517.03,2.00,Moving,48.34
196,10,413.54,517.54,2.00,Moving,37.65
196,11,451.19,517.80,2.00,Moving,37.65
197,0,254.16,255.83,0.19,Moving,36.64
197,1,268.09,220.09,0.52,Moving,38.37
197,2,403.15,282.40,2.00,Moving,36.60
197,3,310.47,238.68,1.85,Moving,35.13
197,4,262.38,291.54,0.89,Moving,30.45
197,5,289.48,266.86,1.79,Moving,35.13
197,6,290.72,302.70,0.70,Moving,30.45
197,7,433.14,303.38,1.83,Moving,36.60
197,8,312.05,517.20,2.00,Moving,48.34
197,9,360.39,517.04,2.00,Moving,48.34
197,10,415.54,517.55,2.00,Moving,37.65
197,11,453.19,517.80,2.00,Moving,37.65
198,0,254.42,256.05,0.34,Moving,35.64
198,1,268.49,220.57,0.63,Moving,38.16
198,2,405.15,282.39,2.00,Moving,36.68
198,3,311.46,237.30,1.70,Moving,35.19
198,4,262.52,290.76,0.79,Moving,30.98
198,5,290.08,265.26,1.71,Moving,35.19
198,6,291.28,302.28,0.70,Moving,30.98
198,7,434.89,303.86,1.82,Moving,36.68
198,8,314.05,517.21,2.00,Moving,48.34
198,9,362.39,517.06,2.00,Moving,48.34
198,10,417.54,517.56,2.00,Moving,37.65
198,11,455.19,517.81,2.00,Moving,37.65
199,0,254.78,256.36,0.49,Moving,34.46
199,1,268.90,221.21,0.75,Moving,37.88
199,2,407.15,282.39,2.00,Moving,36.70
199,3,312.36,236.04,1.55,Moving,35.14
199,4,262.36,289.98,0.79,Moving,32.07
199,5,290.78,263.77,1.64,Moving,35.14
199,6,292.07,302.06,0.82,Moving,32.07
199,7,436.67,304.19,1.81,Moving,36.70
199,8,316.05,517.22,2.00,Moving,48.34
199,9,364.39,517.07,2.00,Moving,48.34
199,10,419.54,517.56,2.00,Moving,37.65
199,11,457.19,517.82,2.00,Moving,37.65
200,0,255.11,256.36,0.33,Moving,33.93
200,1,269.30,221.99,0.88,Moving,37.18
200,2,409.15,282.38,2.00,Moving,36.65
200,3,313.18,234.91,1.40,Moving,34.98
200,4,262.08,289.57,0.50,Moving,33.41
200,5,291.57,262.41,1.58,Moving,34.98
200,6,293.07,302.05,1.01,Moving,33.41
200,7,438.48,304.37,1.81,Moving,36.65
200,8,318.05,517.22,2.00,Moving,48.34
200,9,366.39,517.08,2.00,Moving,48.34
200,10,421.54,517.57,2.00,Moving,37.65
200,11,459.19,517.82,2.00,Moving,37.65
201,0,255.37,256.05,0.40,Moving,34.03
201,1,269.71,222.93,1.02,Moving,36.09
201,2,411.15,282.37,2.00,Moving,36.54
201,3,314.23,233.57,1.70,Moving,35.15
201,4,261.67,289.49,0.42,Moving,34.03
201,5,292.45,261.16,1.53,Moving,35.15
201,6,294.30,302.23,1.24,Moving,35.03
201,7,440.31,304.41,1.83,Moving,36.54
201,8,320.05,517.23,2.00,Moving,48.34
201,9,368.39,517.09,2.00,Moving,48.34
201,10,423.54,517.58,2.00,Moving,37.65
201,11,461.19,517.83,2.00,Moving,37.65
202,0,255.56,255.45,0.63,Moving,34.64
202,1,270.12,224.01,1.16,Moving,34.64
202,2,413.15,282.37,2.00,Moving,36.55
202,3,315.19,232.36,1.55,Moving,35.21
202,4,261.56,289.80,0.32,Moving,34.88
202,5,293.42,260.04,1.49,Moving,35.21
202,6,295.42,302.32,1.12,Moving,36.10
202,7,442.06,304.73,1.78,Moving,36.55
202,8,322.05,517.24,2.00,Moving,48.34
202,9,370.39,517.10,2.00,Moving,48.34
202,10,425.54,517.59,2.00,Moving,37.65
202,11,463.19,517.83,2.00,Moving,37.65
203,0,255.38,255.04,0.44,Moving,33.85
203,1,270.60,224.80,0.92,Moving,33.85
203,2,415.15,282.36,2.00,Moving,36.68
203,3,316.06,231.26,1.40,Moving,35.16
203,4,261.59,290.04,0.24,Moving,35.54
203,5,294.49,259.03,1.47,Moving,35.16
203,6,296.41,302.32,1.00,Moving,36.93
203,7,443.74,305.35,1.79,Moving,36.68
203,8,324.05,517.25,2.00,Moving,48.34
203,9,372.39,517.12,2.00,Moving,48.34
203,10,427.54,517.60,2.00,Moving,37.65
203,11,465.19,517.84,2.00,Moving,37.65
204,0,255.16,255.18,0.26,Moving,33.89
204,1,271.14,225.30,0.73,Moving,33.89
204,2,417.15,282.35,2.00,Moving,36.76
204,3,316.84,230.29,1.25,Moving,35.00
204,4,261.75,290.21,0.23,Moving,35.64
204,5,295.65,258.14,1.46,Moving,35.00
204,6,297.29,302.22,0.88,Moving,37.52
204,7,445.45,305.81,1.77,Moving,36.76
204,8,326.05,517.26,2.00,Moving,48.34
204,9,374.39,517.13,2.00,Moving,48.34
204,10,429.54,517.61,2.00,Moving,37.65
204,11,467.19,517.85,2.00,Moving,37.65
205,0,254.87,255.83,0.70,Moving,34.70
205,1,271.74,225.50,0.63,Moving,34.70
205,2,419.15,282.35,2.00,Moving,36.77
205,3,317.79,229.07,1.55,Moving,35.18
205,4,262.04,290.30,0.31,Moving,35.21
205,5,296.89,257.37,1.47,Moving,35.18
205,6,298.05,302.04,0.78,Moving,37.87
205,7,447.18,306.13,1.76,Moving,36.77
205,8,328.05,517.26,2.00,Moving,48.34
205,9,376.39,517.14,2.00,Moving,48.34
205,10,431.54,517.62,2.00,Moving,37.65
205,11,469.19,517.85,2.00,Moving,37.65
206,0,254.48,256.91,1.15,Moving,34.80
206,1,272.32,225.85,0.68,Moving,35.81
206,2,421.15,282.34,2.00,Moving,36.70
206,3,318.65,227.97,1.40,Moving,35.26
206,4,262.50,290.77,0.66,Moving,34.80
206,5,298.23,256.72,1.49,Moving,35.26
206,6,298.68,301.78,0.69,Moving,37.82
206,7,448.94,306.31,1.77,Moving,36.70
206,8,330.05,517.27,2.00,Moving,48.34
206,9,378.39,517.15,2.00,Moving,48.34
206,10,433.54,517.63,2.00,Moving,37.65
206,11,471.19,517.86,2.00,Moving,37.65
207,0,254.23,257.57,0.70,Moving,35.15
207,1,272.88,226.35,0.75,Moving,36.35
