Frame,Agent_ID,Pos_X,Pos_Y,Velocity,Status,Min_Neighbor_Dist
471,0,591.78,313.43,2.00,Moving,55.92
471,1,483.45,287.70,2.00,Moving,56.26
471,2,774.38,347.96,0.85,Moving,35.63
471,3,368.35,320.51,2.00,Moving,35.30
471,4,539.36,293.98,2.00,Moving,55.92
471,5,734.11,383.87,0.93,Moving,33.18
471,6,366.63,285.25,1.54,Moving,35.30
471,7,770.53,383.38,1.61,Moving,33.45
471,8,710.05,411.39,1.27,Parked,36.31
471,9,731.24,486.00,1.45,Moving,72.79
471,10,746.21,414.77,1.12,Moving,33.18
471,11,785.61,413.23,2.00,Parked,33.45
472,0,593.63,314.19,2.00,Moving,55.93
472,1,485.43,287.38,2.00,Moving,56.20
472,2,773.69,348.67,0.99,Moving,35.78
472,3,370.29,320.01,2.00,Moving,35.59
472,4,541.12,294.93,2.00,Moving,55.93
472,5,734.72,383.83,0.61,Moving,34.27
472,6,367.84,284.50,1.42,Moving,35.59
472,7,771.25,384.37,1.23,Moving,32.24
472,8,710.05,411.39,1.27,Parked,36.48
472,9,730.99,487.43,1.45,Moving,72.93
472,10,746.23,416.11,1.34,Moving,34.27
472,11,785.61,413.23,2.00,Parked,32.24
473,0,595.49,314.94,2.00,Moving,55.95
473,1,487.40,287.05,2.00,Moving,56.18
473,2,772.91,349.50,1.14,Moving,35.68
473,3,372.23,319.51,2.00,Moving,35.79
473,4,542.88,295.88,2.00,Moving,55.95
473,5,735.07,383.42,0.54,Moving,36.21
473,6,369.17,283.86,1.47,Moving,35.79
473,7,771.67,385.16,0.90,Moving,31.34
473,8,710.05,411.39,1.27,Parked,37.08
473,9,730.74,488.86,1.45,Moving,72.85
473,10,746.58,417.75,1.68,Moving,36.21
473,11,785.61,413.23,2.00,Parked,31.34
474,0,597.34,315.69,2.00,Moving,55.98
474,1,489.37,286.72,2.00,Moving,56.18
474,2,772.05,350.46,1.29,Moving,35.30
474,3,374.16,319.01,2.00,Moving,35.88
474,4,544.64,296.83,2.00,Moving,55.98
474,5,735.42,383.01,0.54,Moving,36.49
474,6,370.60,283.31,1.53,Moving,35.88
474,7,771.81,385.77,0.62,Moving,30.74
474,8,710.05,411.39,1.27,Parked,37.74
474,9,730.50,490.29,1.45,Moving,72.78
474,10,746.94,419.39,1.68,Moving,37.74
474,11,785.61,413.23,2.00,Parked,30.74
475,0,599.19,316.45,2.00,Moving,56.00
475,1,491.35,286.40,2.00,Moving,56.21
475,2,771.11,351.55,1.44,Moving,34.68
475,3,376.10,318.51,2.00,Moving,35.86
475,4,546.40,297.78,2.00,Moving,56.00
475,5,735.78,382.60,0.54,Moving,36.07
475,6,372.14,282.87,1.60,Moving,35.86
475,7,771.66,386.23,0.48,Moving,30.40
475,8,710.05,411.39,1.27,Parked,38.47
475,9,730.25,491.72,1.45,Moving,72.72
475,10,747.29,421.03,1.68,Moving,38.47
475,11,785.61,413.23,2.00,Parked,30.40
476,0,601.05,317.20,2.00,Moving,56.02
476,1,493.32,286.07,2.00,Moving,56.28
476,2,770.22,352.34,1.19,Moving,34.24
476,3,378.04,318.02,2.00,Moving,35.74
476,4,548.16,298.73,2.00,Moving,56.02
476,5,736.13,382.19,0.54,Moving,35.37
476,6,373.79,282.53,1.69,Moving,35.74
476,7,771.23,386.56,0.55,Moving,30.30
476,8,710.05,411.39,1.27,Parked,39.15
476,9,730.01,493.15,1.45,Moving,72.66
476,10,747.65,422.67,1.68,Moving,39.12
476,11,785.61,413.23,2.00,Parked,30.30
477,0,602.90,317.95,2.00,Moving,56.04
477,1,495.29,285.75,2.00,Moving,56.37
477,2,769.40,352.83,0.95,Moving,34.00
477,3,379.97,317.52,2.00,Moving,35.50
477,4,549.92,299.68,2.00,Moving,56.04
477,5,736.48,381.78,0.54,Moving,34.39
477,6,375.55,282.29,1.78,Moving,35.50
477,7,770.50,386.81,0.77,Moving,30.44
477,8,710.05,411.39,1.27,Parked,39.69
477,9,729.76,494.58,1.45,Moving,72.60
477,10,748.01,424.30,1.68,Moving,39.20
477,11,785.61,413.23,2.00,Parked,30.44
478,0,604.75,318.70,2.00,Moving,56.07
478,1,497.27,285.42,2.00,Moving,56.50
478,2,768.67,353.03,0.76,Moving,34.14
478,3,381.91,317.02,2.00,Moving,35.15
478,4,551.68,300.63,2.00,Moving,56.07
478,5,736.38,381.39,0.40,Moving,34.45
478,6,377.42,282.16,1.87,Moving,35.15
478,7,770.36,387.13,0.35,Moving,30.23
478,8,710.05,411.39,1.27,Parked,39.91
478,9,729.51,496.01,1.45,Moving,72.56
478,10,748.36,425.94,1.68,Moving,39.36
478,11,785.61,413.23,2.00,Parked,30.23
479,0,606.60,319.46,2.00,Moving,56.09
479,1,499.24,285.10,2.00,Moving,56.65
479,2,768.03,352.95,0.65,Moving,34.48
479,3,383.85,316.52,2.00,Moving,35.00
479,4,553.44,301.58,2.00,Moving,56.09
479,5,735.84,381.01,0.66,Moving,34.67
479,6,379.05,281.85,1.66,Moving,35.00
479,7,769.92,387.38,0.50,Moving,30.24
479,8,710.05,411.39,1.27,Parked,39.84
479,9,729.27,497.44,1.45,Moving,72.51
479,10,748.72,427.58,1.68,Moving,39.59
479,11,785.61,413.23,2.00,Parked,30.24
480,0,608.46,320.21,2.00,Moving,56.12
480,1,501.21,284.77,2.00,Moving,56.83
480,2,767.48,352.58,0.66,Moving,35.01
480,3,385.78,316.02,2.00,Moving,35.08
480,4,555.20,302.53,2.00,Moving,56.12
480,5,734.84,380.64,1.06,Moving,35.03
480,6,380.44,281.35,1.48,Moving,35.08
480,7,769.19,387.55,0.75,Moving,30.48
480,8,710.05,411.39,1.27,Parked,39.49
480,9,729.02,498.87,1.45,Moving,72.47
480,10,749.08,429.22,1.68,Moving,39.88
480,11,785.61,413.23,2.00,Parked,30.48
481,0,610.31,320.96,2.00,Moving,56.14
481,1,503.19,284.44,2.00,Moving,57.04
481,2,766.91,352.36,0.62,Moving,34.95
481,3,387.72,315.52,2.00,Moving,35.40
481,4,556.96,303.48,2.00,Moving,56.14
481,5,733.84,380.27,1.06,Moving,35.37
481,6,381.60,280.66,1.35,Moving,35.40
481,7,768.52,387.27,0.72,Moving,31.08
481,8,710.05,411.39,1.27,Parked,39.17
481,9,728.78,500.30,1.45,Moving,72.44
481,10,749.43,430.86,1.68,Moving,40.25
481,11,785.61,413.23,2.00,Parked,31.08
482,0,612.16,321.72,2.00,Moving,56.17
482,1,505.16,284.12,2.00,Moving,57.28
482,2,766.43,351.86,0.69,Moving,34.75
482,3,389.66,315.03,2.00,Moving,35.61
482,4,558.72,304.44,2.00,Moving,56.17
482,5,732.85,379.90,1.06,Moving,35.65
482,6,382.87,280.07,1.40,Moving,35.61
482,7,767.87,386.58,0.95,Moving,32.02
482,8,710.05,411.39,1.27,Parked,38.87
482,9,728.53,501.72,1.45,Moving,72.42
482,10,749.79,432.50,1.68,Moving,40.68
482,11,785.61,413.23,2.00,Parked,32.02
483,0,614.02,322.47,2.00,Moving,56.20
483,1,507.13,283.79,2.00,Moving,57.55
483,2,766.06,351.07,0.87,Moving,34.48
483,3,391.59,314.53,2.00,Moving,35.71
483,4,560.48,305.39,2.00,Moving,56.20
483,5,731.85,379.52,1.06,Moving,35.82
483,6,384.26,279.58,1.47,Moving,35.71
483,7,767.17,385.53,1.27,Moving,33.28
483,8,710.05,411.39,1.27,Parked,38.61
483,9,728.28,503.15,1.45,Moving,72.40
483,10,750.14,434.14,1.68,Moving,41.17
483,11,785.61,413.23,2.00,Parked,33.28
484,0,615.87,323.22,2.00,Moving,56.23
484,1,509.11,283.47,2.00,Moving,57.84
484,2,765.79,349.99,1.11,Moving,34.18
484,3,393.53,314.03,2.00,Moving,35.70
484,4,562.23,306.34,2.00,Moving,56.23
484,5,730.85,379.15,1.06,Moving,35.85
484,6,385.76,279.18,1.55,Moving,35.70
484,7,766.35,384.16,1.59,Moving,34.18
484,8,710.05,411.39,1.27,Parked,38.36
484,9,728.04,504.58,1.45,Moving,72.38
484,10,750.50,435.78,1.68,Moving,41.73
484,11,785.61,413.23,2.00,Parked,34.87
485,0,617.72,323.98,2.00,Moving,56.26
485,1,511.08,283.14,2.00,Moving,58.16
485,2,765.61,348.62,1.37,Moving,33.92
485,3,395.47,313.53,2.00,Moving,35.58
485,4,563.99,307.29,2.00,Moving,56.26
485,5,729.86,378.78,1.06,Moving,35.70
485,6,387.37,278.89,1.64,Moving,35.58
485,7,765.36,382.55,1.90,Moving,33.92
485,8,710.05,411.39,1.27,Parked,38.15
485,9,727.79,506.01,1.45,Moving,72.37
485,10,750.86,437.42,1.68,Moving,42.34
485,11,785.61,413.23,2.00,Parked,36.77
486,0,619.57,324.73,2.00,Moving,56.29
486,1,513.04,282.97,1.97,Moving,58.46
486,2,765.56,346.98,1.65,Moving,34.06
486,3,397.41,313.03,2.00,Moving,35.33
486,4,565.75,308.24,2.00,Moving,56.29
486,5,728.86,378.41,1.06,Moving,35.72
486,6,389.10,278.69,1.74,Moving,35.33
486,7,764.48,381.02,1.76,Moving,34.06
486,8,710.05,411.39,1.27,Parked,37.97
486,9,727.55,507.44,1.45,Moving,72.37
486,10,751.21,439.05,1.68,Moving,43.02
486,11,785.61,413.23,2.00,Parked,38.53
487,0,621.43,325.48,2.00,Moving,56.32
487,1,514.99,282.94,1.95,Moving,58.72
487,2,765.63,345.05,1.92,Moving,34.58
487,3,399.34,312.53,2.00,Moving,34.96
487,4,567.51,309.19,2.00,Moving,56.32
487,5,727.86,378.03,1.06,Moving,35.90
487,6,390.93,278.59,1.84,Moving,34.96
487,7,763.73,379.58,1.62,Moving,34.58
487,8,710.05,411.39,1.27,Parked,37.81
487,9,727.30,508.87,1.45,Moving,72.37
487,10,751.57,440.69,1.68,Moving,43.74
487,11,785.61,413.23,2.00,Parked,40.14
488,0,623.28,326.24,2.00,Moving,56.35
488,1,516.92,283.06,1.94,Moving,58.94
488,2,765.80,343.06,2.00,Moving,35.28
488,3,401.05,312.42,1.71,Moving,34.79
488,4,569.27,310.14,2.00,Moving,56.35
488,5,726.87,377.66,1.06,Moving,36.23
488,6,392.88,278.60,1.95,Moving,34.79
488,7,763.09,378.24,1.49,Moving,35.28
488,8,710.05,411.39,1.27,Parked,37.68
488,9,727.05,510.30,1.45,Moving,72.38
488,10,751.92,442.33,1.68,Moving,44.52
488,11,785.61,413.23,2.00,Parked,41.62
489,0,625.13,326.99,2.00,Moving,56.39
489,1,518.84,283.33,1.94,Moving,59.11
489,2,765.94,341.22,1.85,Moving,35.93
489,3,402.60,312.57,1.56,Moving,34.78
489,4,571.03,311.09,2.00,Moving,56.39
489,5,725.87,377.29,1.06,Moving,36.70
489,6,394.88,278.65,2.00,Moving,34.78
489,7,762.57,376.98,1.35,Moving,35.93
489,8,710.05,411.39,1.27,Parked,37.59
489,9,726.81,511.73,1.45,Moving,72.39
489,10,752.28,443.97,1.68,Moving,45.34
489,11,785.61,413.23,2.00,Parked,42.95
490,0,626.98,327.74,2.00,Moving,56.42
490,1,520.75,283.75,1.95,Moving,59.24
490,2,766.07,339.52,1.70,Moving,36.52
490,3,403.99,312.96,1.45,Moving,34.98
490,4,572.79,312.04,2.00,Moving,56.42
490,5,724.87,376.92,1.06,Moving,37.31
490,6,396.88,278.71,2.00,Moving,34.98
490,7,762.16,375.83,1.22,Moving,36.52
490,8,710.05,411.39,1.27,Parked,37.52
490,9,726.56,513.16,1.45,Moving,72.41
490,10,752.64,445.61,1.68,Moving,46.22
490,11,785.61,413.23,2.00,Parked,44.14
491,0,628.84,328.49,2.00,Moving,56.46
491,1,522.64,284.33,1.97,Moving,59.30
491,2,766.18,337.98,1.55,Moving,37.06
491,3,405.22,313.61,1.39,Moving,35.42
491,4,574.55,312.99,2.00,Moving,56.46
491,5,723.88,376.54,1.06,Moving,37.49
491,6,398.88,278.76,2.00,Moving,35.42
491,7,761.87,374.78,1.09,Moving,37.06
491,8,710.05,411.39,1.27,Parked,37.49
491,9,726.32,514.59,1.45,Moving,72.43
491,10,752.99,447.25,1.68,Moving,47.13
491,11,785.61,413.23,2.00,Parked,45.19
492,0,630.69,329.25,2.00,Moving,56.49
492,1,524.52,285.01,2.00,Moving,59.33
492,2,766.27,336.58,1.40,Moving,37.53
492,3,406.52,314.13,1.40,Moving,35.76
492,4,576.31,313.94,2.00,Moving,56.49
492,5,722.88,376.17,1.06,Moving,37.48
492,6,400.88,278.82,2.00,Moving,35.76
492,7,761.69,373.83,0.97,Moving,37.53
492,8,710.05,411.39,1.27,Parked,37.48
492,9,726.07,516.02,1.45,Moving,72.46
492,10,753.35,448.89,1.68,Moving,48.09
492,11,785.61,413.23,2.00,Parked,46.10
493,0,632.54,330.00,2.00,Moving,56.53
493,1,526.40,285.69,2.00,Moving,59.36
493,2,766.35,335.33,1.25,Moving,37.95
493,3,407.90,314.52,1.43,Moving,36.00
493,4,578.07,314.89,2.00,Moving,56.53
493,5,721.88,375.80,1.06,Moving,37.50
493,6,402.88,278.87,2.00,Moving,36.00
493,7,761.61,372.98,0.85,Moving,37.95
493,8,710.05,411.39,1.27,Parked,37.50
493,9,725.82,517.45,1.45,Moving,72.50
493,10,753.71,450.53,1.68,Moving,49.08
493,11,785.61,413.23,2.00,Parked,46.86
494,0,634.40,330.75,2.00,Moving,56.57
494,1,528.27,286.38,2.00,Moving,59.38
494,2,766.41,334.23,1.10,Moving,38.31
494,3,409.35,314.78,1.47,Moving,36.13
494,4,579.83,315.84,2.00,Moving,56.57
494,5,720.89,375.43,1.06,Moving,37.56
494,6,404.87,278.93,2.00,Moving,36.13
494,7,761.64,372.24,0.74,Moving,38.31
494,8,710.05,411.39,1.27,Parked,37.56
494,9,725.58,518.88,1.45,Moving,72.54
494,10,754.06,452.16,1.68,Moving,50.11
494,11,785.61,413.23,2.00,Parked,47.49
495,0,636.25,331.51,2.00,Moving,56.60
495,1,530.15,287.06,2.00,Moving,59.41
495,2,766.45,333.28,0.95,Moving,38.61
495,3,410.87,314.91,1.53,Moving,36.15
495,4,581.59,316.79,2.00,Moving,56.60
495,5,719.89,375.05,1.06,Moving,37.64
495,6,406.87,278.98,2.00,Moving,36.15
495,7,761.77,371.61,0.65,Moving,38.61
495,8,710.05,411.39,1.27,Parked,37.64
495,9,725.33,520.31,1.45,Moving,72.58
495,10,754.42,453.80,1.68,Moving,51.18
495,11,785.61,413.23,2.00,Parked,47.97
496,0,638.10,332.26,2.00,Moving,56.64
496,1,532.03,287.74,2.00,Moving,59.44
496,2,766.48,332.48,0.80,Moving,38.87
496,3,412.47,314.91,1.60,Moving,36.05
496,4,583.35,317.74,2.00,Moving,56.64
496,5,718.89,374.68,1.06,Moving,37.76
496,6,408.87,279.04,2.00,Moving,36.05
496,7,762.01,371.09,0.57,Moving,38.87
496,8,710.05,411.39,1.27,Parked,37.76
496,9,725.09,521.73,1.45,Moving,72.64
496,10,754.77,455.44,1.68,Moving,52.28
496,11,785.61,413.23,2.00,Parked,48.31
497,0,639.95,333.01,2.00,Moving,56.68
497,1,533.91,288.43,2.00,Moving,59.47
497,2,766.49,331.83,0.65,Moving,39.07
497,3,414.13,314.77,1.67,Moving,35.83
497,4,585.11,318.69,2.00,Moving,56.68
497,5,717.90,374.31,1.06,Moving,37.90
497,6,410.87,279.09,2.00,Moving,35.83
497,7,762.34,370.68,0.53,Moving,39.07
497,8,710.05,411.39,1.27,Parked,37.90
497,9,724.84,523.16,1.45,Moving,72.69
497,10,755.13,457.08,1.68,Moving,53.41
497,11,785.61,413.23,2.00,Parked,48.50
498,0,641.81,333.77,2.00,Moving,56.72
498,1,535.79,289.11,2.00,Moving,59.51
498,2,766.49,331.32,0.50,Moving,39.23
498,3,415.87,314.50,1.76,Moving,35.49
498,4,586.87,319.64,2.00,Moving,56.72
498,5,716.90,373.94,1.06,Moving,38.07
498,6,412.87,279.14,2.00,Moving,35.49
498,7,762.78,370.38,0.53,Moving,39.23
498,8,710.05,411.39,1.27,Parked,38.07
498,9,724.59,524.59,1.45,Moving,72.76
498,10,755.49,458.72,1.68,Moving,54.56
498,11,785.61,413.23,2.00,Parked,48.56
499,0,643.66,334.52,2.00,Moving,56.76
499,1,537.67,289.80,2.00,Moving,59.54
499,2,766.47,330.97,0.35,Moving,39.35
499,3,417.67,314.10,1.85,Moving,35.01
499,4,588.63,320.59,2.00,Moving,56.76
499,5,715.90,373.56,1.06,Moving,38.27
499,6,414.87,279.20,2.00,Moving,35.01
499,7,763.31,370.19,0.56,Moving,39.35
499,8,710.05,411.39,1.27,Parked,38.27
499,9,724.35,526.02,1.45,Moving,72.83
499,10,755.84,460.36,1.68,Moving,55.74
499,11,785.61,413.23,2.00,Parked,48.47
500,0,645.51,335.27,2.00,Moving,56.81
500,1,539.55,290.48,2.00,Moving,59.58
500,2,766.44,330.77,0.21,Moving,39.44
500,3,419.54,313.56,1.94,Moving,34.74
500,4,590.39,321.54,2.00,Moving,56.81
500,5,714.91,373.19,1.06,Moving,38.50
500,6,416.54,278.95,1.68,Moving,34.74
500,7,763.93,370.13,0.63,Moving,39.44
500,8,710.05,411.39,1.27,Parked,38.50
500,9,724.10,527.45,1.45,Moving,72.90
500,10,756.20,462.00,1.68,Moving,56.95
500,11,785.61,413.23,2.00,Parked,48.25
501,0,647.37,336.03,2.00,Moving,56.85
501,1,541.43,291.16,2.00,Moving,59.62
501,2,766.39,330.71,0.07,Moving,39.50
501,3,421.19,313.33,1.67,Moving,34.97
501,4,592.15,322.49,2.00,Moving,56.85
501,5,713.91,372.82,1.06,Moving,38.76
501,6,417.98,278.51,1.51,Moving,34.97
501,7,764.65,370.18,0.72,Moving,39.50
501,8,710.05,411.39,1.27,Parked,38.76
501,9,723.86,528.88,1.45,Moving,72.98
501,10,756.55,463.64,1.68,Moving,58.18
501,11,785.61,413.23,2.00,Parked,47.88
502,0,649.22,336.78,2.00,Moving,56.89
502,1,543.31,291.85,2.00,Moving,59.65
502,2,766.33,330.81,0.11,Moving,39.55
502,3,422.68,313.34,1.49,Moving,35.32
502,4,593.91,323.44,2.00,Moving,56.89
502,5,712.91,372.45,1.06,Moving,39.05
502,6,419.53,278.16,1.59,Moving,35.32
502,7,765.46,370.35,0.83,Moving,39.55
502,8,710.05,411.39,1.27,Parked,39.05
502,9,723.61,530.31,1.45,Moving,73.07
502,10,756.91,465.27,1.68,Moving,59.44
502,11,785.61,413.23,2.00,Parked,47.38
503,0,651.07,337.53,2.00,Moving,56.94
503,1,545.19,292.53,2.00,Moving,59.70
503,2,766.26,331.05,0.26,Moving,39.59
503,3,424.25,313.23,1.57,Moving,35.44
503,4,595.67,324.40,2.00,Moving,56.94
503,5,711.92,372.07,1.06,Moving,39.36
503,6,421.19,277.92,1.68,Moving,35.44
503,7,766.36,370.64,0.94,Moving,39.59
503,8,710.05,411.39,1.27,Parked,39.36
503,9,723.36,531.74,1.45,Moving,73.16
503,10,757.27,466.91,1.68,Moving,60.71
503,11,785.61,413.23,2.00,Parked,46.74
504,0,652.92,338.28,2.00,Moving,56.98
504,1,547.07,293.21,2.00,Moving,59.74
504,2,766.17,331.44,0.40,Moving,39.63
504,3,425.90,312.99,1.67,Moving,35.33
504,4,597.43,325.35,2.00,Moving,56.98
504,5,710.92,371.70,1.06,Moving,39.69
504,6,422.95,277.78,1.77,Moving,35.33
504,7,767.34,371.06,1.07,Moving,39.63
504,8,710.05,411.39,1.27,Parked,39.69
504,9,723.12,533.17,1.45,Moving,73.25
504,10,757.62,468.55,1.68,Moving,62.00
504,11,785.61,413.23,2.00,Parked,45.96
505,0,654.78,339.04,2.00,Moving,57.03
505,1,548.95,293.90,2.00,Moving,59.78
505,2,766.06,331.99,0.55,Moving,39.68
505,3,427.63,312.62,1.77,Moving,34.98
505,4,599.19,326.30,2.00,Moving,57.03
505,5,709.92,371.33,1.06,Moving,40.06
505,6,424.83,277.75,1.88,Moving,34.98
505,7,768.41,371.60,1.20,Moving,39.68
505,8,710.05,411.39,1.27,Parked,40.06
505,9,722.87,534.60,1.45,Moving,73.35
505,10,757.98,470.19,1.68,Moving,63.31
505,11,785.61,413.23,2.00,Parked,45.05
506,0,656.63,339.79,2.00,Moving,57.08
506,1,550.83,294.58,2.00,Moving,59.82
506,2,765.95,332.68,0.70,Moving,39.75
506,3,429.19,312.50,1.56,Moving,34.76
506,4,600.95,327.25,2.00,Moving,57.08
506,5,708.93,370.96,1.06,Moving,40.45
506,6,426.81,277.83,1.98,Moving,34.76
506,7,769.55,372.26,1.33,Moving,39.75
506,8,710.05,411.39,1.27,Parked,40.45
506,9,722.63,536.03,1.45,Moving,73.46
506,10,758.34,471.83,1.68,Moving,64.64
506,11,785.61,413.23,2.00,Parked,44.00
507,0,658.48,340.54,2.00,Moving,57.12
507,1,552.71,295.27,2.00,Moving,59.87
507,2,765.82,333.52,0.85,Moving,39.85
507,3,430.57,312.63,1.39,Moving,34.75
507,4,602.71,328.20,2.00,Moving,57.12
507,5,707.93,370.58,1.06,Moving,40.86
507,6,428.81,277.92,2.00,Moving,34.75
507,7,770.78,373.06,1.46,Moving,39.85
507,8,710.05,411.39,1.27,Parked,40.86
507,9,722.38,537.46,1.45,Moving,73.57
507,10,758.69,473.47,1.68,Moving,65.98
507,11,785.61,413.23,2.00,Parked,42.83
508,0,660.34,341.30,2.00,Moving,54.84
508,1,554.59,295.95,2.00,Moving,59.92
508,2,765.67,334.51,1.00,Moving,39.99
508,3,431.78,313.00,1.27,Moving,35.00
508,4,604.47,329.15,2.00,Moving,57.17
508,5,706.93,370.21,1.06,Moving,41.29
508,6,430.81,278.01,2.00,Moving,35.00
508,7,772.07,373.98,1.59,Moving,39.99
508,8,710.05,411.39,1.27,Parked,41.29
508,9,722.13,538.89,1.45,Moving,73.69
508,10,759.05,475.11,1.68,Moving,67.34
508,11,785.61,413.23,2.00,Parked,41.52
509,0,662.19,342.05,2.00,Moving,51.83
509,1,556.47,296.63,2.00,Moving,59.97
509,2,765.52,335.65,1.15,Moving,40.18
509,3,433.08,313.24,1.32,Moving,35.14
509,4,606.23,330.10,2.00,Moving,57.22
509,5,705.94,369.84,1.06,Moving,41.75
509,6,432.80,278.10,2.00,Moving,35.14
509,7,773.44,375.04,1.73,Moving,40.08
509,8,710.05,411.39,1.27,Parked,41.75
509,9,721.89,540.32,1.45,Moving,73.81
509,10,759.40,476.75,1.68,Moving,68.71
509,11,785.61,413.23,2.00,Parked,40.08
510,0,664.04,342.80,2.00,Moving,48.82
510,1,558.35,297.32,2.00,Moving,60.02
510,2,765.35,336.94,1.30,Moving,40.43
510,3,434.45,313.36,1.38,Moving,35.17
510,4,607.99,331.05,2.00,Moving,57.27
510,5,704.94,369.47,1.06,Moving,42.23
510,6,434.80,278.19,2.00,Moving,35.17
510,7,774.88,376.23,1.86,Moving,38.52
510,8,710.05,411.39,1.27,Parked,42.23
510,9,721.64,541.74,1.45,Moving,73.94
510,10,759.76,478.39,1.68,Moving,70.10
510,11,785.61,413.23,2.00,Parked,38.52
511,0,665.89,343.56,2.00,Moving,45.83
511,1,560.23,298.00,2.00,Moving,60.07
511,2,765.17,338.38,1.45,Moving,40.75
511,3,435.90,313.35,1.45,Moving,35.08
511,4,609.75,332.00,2.00,Moving,57.32
511,5,703.94,369.09,1.06,Moving,42.73
511,6,436.80,278.28,2.00,Moving,35.08
511,7,776.37,377.56,2.00,Moving,36.84
511,8,710.05,411.39,1.27,Parked,42.73
511,9,721.40,543.17,1.45,Moving,74.07
511,10,760.12,480.02,1.68,Moving,71.50
511,11,785.61,413.23,2.00,Parked,36.84
512,0,667.75,344.31,2.00,Moving,42.84
512,1,562.11,298.69,2.00,Moving,60.12
512,2,764.98,339.97,1.60,Moving,41.00
512,3,437.43,313.21,1.53,Moving,35.17
512,4,611.51,332.95,2.00,Moving,57.38
512,5,702.95,368.72,1.06,Moving,42.84
512,6,438.48,278.05,1.70,Moving,35.17
512,7,777.86,378.90,2.00,Moving,35.20
512,8,710.05,411.39,1.27,Parked,43.25
512,9,721.15,544.60,1.45,Moving,74.21
512,10,760.47,481.66,1.68,Moving,72.91
512,11,785.61,413.23,2.00,Parked,35.20
513,0,669.60,345.06,2.00,Moving,39.86
513,1,563.98,299.37,2.00,Moving,60.18
513,2,764.78,341.71,1.75,Moving,41.18
513,3,439.03,312.94,1.63,Moving,35.34
513,4,613.27,333.90,2.00,Moving,57.43
513,5,701.95,368.35,1.06,Moving,39.86
513,6,439.96,277.61,1.54,Moving,35.34
513,7,779.35,380.23,2.00,Moving,33.59
513,8,710.05,411.39,1.27,Parked,43.79
513,9,720.91,546.03,1.45,Moving,74.36
513,10,760.83,483.30,1.68,Moving,74.33
513,11,785.61,413.23,2.00,Parked,33.59
514,0,671.45,345.82,2.00,Moving,36.90
514,1,565.86,300.05,2.00,Moving,60.23
514,2,764.57,343.59,1.90,Moving,40.86
514,3,440.71,312.54,1.72,Moving,35.59
514,4,615.03,334.85,2.00,Moving,57.48
514,5,700.96,367.98,1.06,Moving,36.90
514,6,441.22,276.95,1.42,Moving,35.59
514,7,780.62,381.17,1.58,Moving,32.45
514,8,710.05,411.39,1.27,Parked,44.35
514,9,720.66,547.46,1.45,Moving,74.51
514,10,761.18,484.94,1.68,Moving,74.51
514,11,785.61,413.23,2.00,Parked,32.45
515,0,673.30,346.57,2.00,Moving,34.40
515,1,567.74,300.74,2.00,Moving,60.29
515,2,764.35,345.58,2.00,Moving,40.22
515,3,442.45,312.00,1.83,Moving,35.60
515,4,616.79,335.80,2.00,Moving,57.54
515,5,700.34,367.84,0.63,Moving,34.40
515,6,442.58,276.40,1.47,Moving,35.60
515,7,781.74,381.85,1.31,Moving,31.62
515,8,710.05,411.39,1.27,Parked,44.62
515,9,720.41,548.89,1.45,Moving,74.66
515,10,761.54,486.58,1.68,Moving,74.66
515,11,785.61,413.23,2.00,Parked,31.62
516,0,674.77,347.10,1.56,Moving,32.82
516,1,569.62,301.42,2.00,Moving,60.35
516,2,764.14,347.57,2.00,Moving,39.21
516,3,444.27,311.34,1.94,Moving,35.70
516,4,618.55,336.75,2.00,Moving,57.17
516,5,700.11,367.95,0.26,Moving,32.82
516,6,443.73,275.65,1.37,Moving,35.70
516,7,782.66,382.13,0.96,Moving,31.24
516,8,710.05,411.39,1.27,Parked,44.56
516,9,720.17,550.32,1.45,Moving,74.82
516,10,761.90,488.22,1.68,Moving,74.82
516,11,785.61,413.23,2.00,Parked,31.24
517,0,675.97,347.47,1.26,Moving,31.99
517,1,571.50,302.10,2.00,Moving,60.41
517,2,763.92,349.56,2.00,Moving,37.83
517,3,446.13,310.60,2.00,Moving,35.62
517,4,620.31,337.70,2.00,Moving,56.52
517,5,700.24,368.31,0.38,Moving,31.99
517,6,444.98,275.00,1.40,Moving,35.62
517,7,783.38,382.00,0.73,Moving,31.31
517,8,710.05,411.39,1.27,Parked,44.18
517,9,719.92,551.75,1.45,Moving,74.98
517,10,762.25,489.86,1.68,Moving,74.98
517,11,785.61,413.23,2.00,Parked,31.31
518,0,676.93,347.68,0.98,Moving,31.92
518,1,573.38,302.79,2.00,Moving,60.47
518,2,763.70,351.55,2.00,Moving,36.11
518,3,447.99,309.86,2.00,Moving,35.75
518,4,622.07,338.65,2.00,Moving,55.60
518,5,700.75,368.93,0.80,Moving,31.92
518,6,446.00,274.16,1.32,Moving,35.75
518,7,783.91,381.47,0.75,Moving,31.81
518,8,710.05,411.39,1.27,Parked,43.47
518,9,719.68,553.18,1.45,Moving,75.15
518,10,762.61,491.50,1.68,Moving,75.15
518,11,785.61,413.23,2.00,Parked,31.81
519,0,677.63,347.74,0.70,Moving,32.60
519,1,575.26,303.47,2.00,Moving,60.53
519,2,763.48,353.54,2.00,Moving,34.65
519,3,449.85,309.12,2.00,Moving,35.79
519,4,623.82,339.60,2.00,Moving,54.41
